,x
1458,TRIM33
1459,BCAS2
1460,DENND2C
1461,AMPD1
1462,NRAS
1463,CSDE1
1464,SIKE1
1465,SYCP1
1466,TSHB
1467,TSPAN2
1468,RP4-666F24.3
1469,RP4-663N10.1
1470,NGF
1471,VANGL1
1472,CASQ2
1473,NHLH2
1474,RP11-12L8.1
1475,SLC22A15
1476,RP11-159M11.2
1477,MAB21L3
1478,RP5-1185H19.2
1479,ATP1A1
1480,RP4-655J12.4
1481,RP5-1086K13.1
1482,CD58
1483,IGSF3
1484,C1orf137
1485,CD2
1486,RP4-753F5.1
1487,PTGFRN
1488,CD101
1489,RP11-27K13.3
1490,TTF2
1491,TRIM45
1492,VTCN1
1493,LINC01525
1494,RP11-188D8.1
1495,MAN1A2
1496,AL157902.3
1497,FAM46C
1498,GDAP2
1499,WDR3
1500,SPAG17
1501,TBX15
1502,WARS2
1503,WARS2-IT1
1504,RP11-418J17.1
1505,RP11-418J17.3
1506,RP5-834N19.1
1507,HAO2
1508,HSD3B2
1509,HSD3B1
1510,ZNF697
1511,PHGDH
1512,HMGCS2
1513,REG4
1514,NOTCH2
1515,RP11-114O18.1
1516,SEC22B
1517,AC253572.1
1518,NBPF26
1519,PPIAL4A
1520,AC241377.2
1521,LINC00623
1522,CH17-118O6.3
1523,FCGR1B
1524,RP11-439A17.10
1525,RP11-439A17.4
1526,FAM72B
1527,SRGAP2C
1528,SRGAP2-AS1
1529,CH17-437K3.1
1530,RP11-344P13.4
1531,RP11-344P13.6
1532,RP11-344P13.1
1533,RP11-763B22.6
1534,RP11-403I13.5
1535,RP11-403I13.7
1536,RP5-998N21.4
1537,RP5-998N21.7
1538,HIST2H3PS2
1539,FAM72C
1540,IGKV1OR1-1
1541,RP11-14N7.2
1542,RP11-763B22.4
1543,NBPF15
1544,CH17-125A10.2
1545,RP11-289H16.1
1546,SRGAP2B
1547,FAM72D
1548,AC241585.2
1549,CH17-373J23.1
1550,RP11-89F3.2
1551,NBPF20
1552,GPR89A
1553,PDZK1
1554,CD160
1555,RNF115
1556,POLR3C
1557,NUDT17
1558,PIAS3
1559,ANKRD35
1560,ITGA10
1561,RP11-315I20.3
1562,PEX11B
1563,RBM8A
1564,RP11-315I20.1
1565,CH17-270A2.2
1566,LIX1L
1567,ANKRD34A
1568,POLR3GL
1569,TXNIP
1570,HFE2
1571,RP11-458D21.1
1572,NBPF10
1573,RP11-458D21.5
1574,NOTCH2NL
1575,CH17-353B19.1
1576,AC243756.1
1577,CH17-408M7.1
1578,NBPF12
1579,RP4-704D21.2
1580,PRKAB2
1581,RP11-337C18.8
1582,FMO5
1583,CHD1L
1584,LINC00624
1585,BCL9
1586,ACP6
1587,RP11-533N14.3
1588,GJA5
1589,GJA8
1590,GPR89B
1591,RP6-74O6.2
1592,XXyac-YX155B6.7
1593,RP11-94I2.4
1594,NBPF11
1595,RP4-565E6.1
1596,XXyac-YX155B6.5
1597,RP11-495P10.6
1598,RP11-495P10.3
1599,RP6-74O6.6
1600,LINC01138
1601,RP11-495P10.1
1602,AC245100.1
1603,PPIAL4G
1604,NBPF14
1605,PDE4DIP
1606,RP4-791M13.5
1607,RP4-791M13.4
1608,RP4-791M13.3
1609,NBPF9
1610,CH17-189H20.1
1611,RP11-326G21.1
1612,NBPF19
1613,LINC00869
1614,RP11-353N4.5
1615,FAM231D
1616,FCGR1A
1617,HIST2H2BF
1618,HIST2H3D
1619,HIST2H4A
1620,HIST2H2BE
1621,RP11-196G18.24
1622,HIST2H2AA4
1623,RP11-196G18.23
1624,HIST2H2AC
1625,HIST2H2AB
1626,BOLA1
1627,SV2A
1628,SF3B4
1629,MTMR11
1630,OTUD7B
1631,VPS45
1632,PLEKHO1
1633,ANP32E
1634,RP4-790G17.7
1635,CA14
1636,APH1A
1637,C1orf54
1638,CIART
1639,MRPS21
1640,AC242988.1
1641,PRPF3
1642,RPRD2
1643,TARS2
1644,ECM1
1645,FALEC
1646,RP11-54A4.2
1647,ADAMTSL4
1648,MCL1
1649,ENSA
1650,GOLPH3L
1651,HORMAD1
1652,CTSS
1653,CTSK
1654,ARNT
1655,SETDB1
1656,CERS2
1657,RP11-316M1.12
1658,RP11-316M1.3
1659,ANXA9
1660,FAM63A
1661,PRUNE
1662,BNIPL
1663,C1orf56
1664,CDC42SE1
1665,MLLT11
1666,GABPB2
1667,SEMA6C
1668,TNFAIP8L2
1669,SCNM1
1670,LYSMD1
1671,VPS72
1672,PIP5K1A
1673,PSMD4
1674,RP11-126K1.2
1675,ZNF687
1676,PI4KB
1677,RP11-126K1.9
1678,RFX5
1679,RP11-126K1.8
1680,RP11-126K1.6
1681,SELENBP1
1682,PSMB4
1683,POGZ
1684,CGN
1685,TUFT1
1686,RP11-404E16.1
1687,SNX27
1688,RP11-98D18.1
1689,CELF3
1690,RIIAD1
1691,RP11-98D18.15
1692,MRPL9
1693,OAZ3
1694,RP11-98D18.3
1695,TDRKH
1696,RP11-98D18.9
1697,RP11-98D18.17
1698,LINGO4
1699,RORC
1700,C2CD4D
1701,AL450992.2
1702,THEM5
1703,THEM4
1704,S100A10
1705,AL591893.1
1706,S100A11
1707,TCHH
1708,AL589986.2
1709,FLG-AS1
1710,HRNR
1711,FLG
1712,FLG2
1713,LCE5A
1714,LCE3C
1715,LCE2B
1716,KPRP
1717,LCE1E
1718,SMCP
1719,LINC01527
1720,SPRR2B
1721,SPRR2E
1722,SPRR2F
1723,SPRR2G
1724,RP1-140J1.1
1725,LOR
1726,PGLYRP3
1727,PGLYRP4
1728,S100A9
1729,S100A12
1730,S100A8
1731,S100A7A
1732,S100A7
1733,BX470102.3
1734,S100A6
1735,S100A5
1736,S100A4
1737,S100A2
1738,S100A16
1739,S100A14
1740,S100A13
1741,S100A1
1742,RP1-178F15.4
1743,CHTOP
1744,SNAPIN
1745,ILF2
1746,NPR1
1747,INTS3
1748,RP11-216N14.8
1749,RP11-216N14.9
1750,AL513523.2
1751,SLC27A3
1752,GATAD2B
1753,DENND4B
1754,CRTC2
1755,SLC39A1
1756,RP11-422P24.12
1757,RP11-422P24.10
1758,CREB3L4
1759,JTB
1760,RP11-422P24.11
1761,RAB13
1762,RPS27
1763,NUP210L
1764,TPM3
1765,C1orf189
1766,C1orf43
1767,UBAP2L
1768,HAX1
1769,AQP10
1770,ATP8B2
1771,RP11-350G8.5
1772,IL6R
1773,SHE
1774,RP11-350G8.9
1775,TDRD10
1776,UBE2Q1
1777,UBE2Q1-AS1
1778,CHRNB2
1779,RP11-61L14.6
1780,ADAR
1781,KCNN3
1782,PMVK
1783,RP11-307C12.13
1784,PBXIP1
1785,PYGO2
1786,RP11-307C12.12
1787,SHC1
1788,CKS1B
1789,FLAD1
1790,LENEP
1791,ZBTB7B
1792,DCST2
1793,DCST1
1794,RP11-307C12.11
1795,ADAM15
1796,RP11-540D14.8
1797,EFNA3
1798,EFNA1
1799,SLC50A1
1800,DPM3
1801,KRTCAP2
1802,RP11-201K10.3
1803,TRIM46
1804,MUC1
1805,RP11-263K19.4
1806,THBS3
1807,MTX1
1808,RP11-263K19.6
1809,GBA
1810,FAM189B
1811,SCAMP3
1812,CLK2
1813,HCN3
1814,PKLR
1815,FDPS
1816,RUSC1-AS1
1817,RUSC1
1818,ASH1L
1819,ASH1L-AS1
1820,RP11-29H23.4
1821,MSTO1
1822,YY1AP1
1823,DAP3
1824,RP11-243J18.2
1825,GON4L
1826,SYT11
1827,RIT1
1828,KIAA0907
1829,RXFP4
1830,ARHGEF2
1831,RP11-336K24.12
1832,RP11-336K24.5
1833,SSR2
1834,UBQLN4
1835,LAMTOR2
1836,RAB25
1837,MEX3A
1838,LMNA
1839,SEMA4A
1840,SLC25A44
1841,PMF1-BGLAP
1842,PAQR6
1843,SMG5
1844,TMEM79
1845,GLMP
1846,VHLL
1847,CCT3
1848,TSACC
1849,RHBG
1850,RP11-139I14.2
1851,C1orf61
1852,RP11-98G7.1
1853,MEF2D
1854,RP11-284F21.8
1855,IQGAP3
1856,TTC24
1857,APOA1BP
1858,GPATCH4
1859,AL365181.2
1860,RP11-284F21.11
1861,HAPLN2
1862,RP11-284F21.9
1863,BCAN
1864,RP11-284F21.10
1865,RP11-284F21.7
1866,NES
1867,RP11-66D17.3
1868,CRABP2
1869,RP11-66D17.5
1870,ISG20L2
1871,RRNAD1
1872,MRPL24
1873,HDGF
1874,PRCC
1875,SH2D2A
1876,NTRK1
1877,INSRR
1878,PEAR1
1879,LRRC71
1880,ARHGEF11
1881,ETV3L
1882,ETV3
1883,RP11-85G21.1
1884,RP11-85G21.3
1885,FCRL5
1886,FCRL4
1887,FCRL3
1888,RP11-367J7.3
1889,FCRL2
1890,FCRL1
1891,CD5L
1892,KIRREL
1893,RP11-404O13.1
1894,CD1D
1895,RP11-404O13.5
1896,CD1A
1897,CD1C
1898,CD1B
1899,RP11-144L1.4
1900,SPTA1
1901,MNDA
1902,PYHIN1
1903,IFI16
1904,AIM2
1905,CADM3
1906,CADM3-AS1
1907,ACKR1
1908,FCER1A
1909,RP11-550P17.5
1910,RP11-180D21.3
1911,DUSP23
1912,FCRL6
1913,SLAMF8
1914,C1orf204
1915,VSIG8
1916,RP11-190A12.7
1917,RP11-190A12.8
1918,CFAP45
1919,TAGLN2
1920,IGSF9
1921,SLAMF9
1922,LINC01133
1923,PIGM
1924,KCNJ10
1925,RP11-536C5.2
1926,KCNJ9
1927,IGSF8
1928,ATP1A2
1929,ATP1A4
1930,CASQ1
1931,RP11-536C5.7
1932,PEA15
1933,DCAF8
1934,RP11-574F21.3
1935,RP11-574F21.2
1936,PEX19
1937,COPA
1938,NCSTN
1939,NHLH1
1940,VANGL2
1941,SLAMF6
1942,RP11-528G1.2
1943,CD84
1944,SLAMF1
1945,RP11-404F10.2
1946,CD48
1947,SLAMF7
1948,LY9
1949,CD244
1950,ITLN1
1951,RP11-312J18.6
1952,RP11-544M22.1
1953,ITLN2
1954,F11R
1955,RP11-544M22.13
1956,TSTD1
1957,USF1
1958,ARHGAP30
1959,AL591806.1
1960,PVRL4
1961,KLHDC9
1962,PFDN2
1963,NIT1
1964,DEDD
1965,UFC1
1966,RP11-297K8.2
1967,USP21
1968,PPOX
1969,B4GALT3
1970,ADAMTS4
1971,NDUFS2
1972,FCER1G
1973,APOA2
1974,TOMM40L
1975,NR1I3
1976,PCP4L1
1977,MPZ
1978,SDHC
1979,CFAP126
1980,FCGR2A
1981,HSPA6
1982,FCGR3A
1983,FCGR3B
1984,FCGR2B
1985,FCRLA
1986,FCRLB
1987,DUSP12
1988,RP11-474I16.8
1989,ATF6
1990,OLFML2B
1991,NOS1AP
1992,C1orf226
1993,C1orf111
1994,SH2D1B
1995,UHMK1
1996,RP11-359K18.3
1997,UAP1
1998,DDR2
1999,HSD17B7
2000,CCDC190
2001,RGS4
2002,RGS5
2003,RP11-267N12.1
2004,RGS5.1
2005,RP11-77M5.1
2006,NUF2
2007,PBX1
2008,RP11-506O24.1
2009,LMX1A
2010,RP11-38C18.2
2011,RXRG
2012,RP11-280O1.2
2013,LRRC52
2014,RP11-306I1.2
2015,MGST3
2016,ALDH9A1
2017,RP11-466F5.10
2018,TMCO1
2019,RP11-466F5.8
2020,UCK2
2021,RP11-525G13.2
2022,FAM78B
2023,RP11-375H19.2
2024,RP11-479J7.2
2025,RP11-479J7.1
2026,RP11-276E17.2
2027,POGK
2028,TADA1
2029,ILDR2
2030,MAEL
2031,RP11-102C16.3
2032,GPA33
2033,DUSP27
2034,LINC01363
2035,RP11-277B15.3
2036,POU2F1
2037,CD247
2038,CREG1
2039,RP3-455J7.4
2040,RCSD1
2041,MPZL1
2042,ADCY10
2043,RP1-313L4.3
2044,MPC2
2045,DCAF6
2046,GPR161
2047,TIPRL
2048,SFT2D2
2049,TBX19
2050,RP5-968D22.1
2051,RP5-968D22.3
2052,XCL1
2053,DPT
2054,RP1-10C16.1
2055,LINC00626
2056,LINC00970
2057,RP5-1018K9.1
2058,ATP1B1
2059,NME7
2060,RP4-800F24.1
2061,BLZF1
2062,CCDC181
2063,SLC19A2
2064,RP1-206D15.6
2065,F5
2066,SELP
2067,C1orf112
2068,SELL
2069,SELE
2070,METTL18
2071,SCYL3
2072,KIFAP3
2073,RP11-332H17.1
2074,METTL11B
2075,RP11-297H3.3
2076,LINC01142
2077,RP11-576I22.2
2078,GORAB
2079,RP11-545I10.2
2080,RP1-79C4.1
2081,PRRX1
2082,MROH9
2083,FMO3
2084,FMO2
2085,RP1-127D3.4
2086,RP1-45C12.1
2087,FMO1
2088,FMO4
2089,PRRC2C
2090,MYOC
2091,VAMP4
2092,METTL13
2093,DNM3
2094,DNM3OS
2095,PIGC
2096,C1orf105
2097,SUCO
2098,FASLG
2099,RP1-15D23.2
2100,TNFSF18
2101,RP3-395P12.2
2102,TNFSF4
2103,RP11-296O14.3
2104,PRDX6
2105,SLC9C2
2106,RP3-436N22.3
2107,ANKRD45
2108,KLHL20
2109,CENPL
2110,DARS2
2111,GAS5-AS1
2112,ZBTB37
2113,SERPINC1
2114,RC3H1
2115,RP11-160H22.3
2116,RP11-160H22.5
2117,RABGAP1L
2118,RP1-102G20.5
2119,CACYBP
2120,MRPS14
2121,TNN
2122,KIAA0040
2123,RP5-1114G22.2
2124,RP3-518E13.2
2125,TNR
2126,RP11-318C24.2
2127,RFWD2
2128,RP11-492I21.1
2129,RP11-195C7.1
2130,PAPPA2
2131,ASTN1
2132,BRINP2
2133,RP1-35C21.1
2134,RP1-35C21.2
2135,RP11-63B19.1
2136,SEC16B
2137,RASAL2-AS1
2138,RASAL2
2139,RP4-593C16.4
2140,TEX35
2141,C1orf220
2142,RP5-1098D14.1
2143,RP11-428K3.1
2144,RALGPS2
2145,ANGPTL1
2146,FAM20B
2147,TOR3A
2148,ABL2
2149,SOAT1
2150,AXDND1
2151,RP11-545A16.1
2152,NPHS2
2153,TDRD5
2154,RP11-12M5.1
2155,FAM163A
2156,RP11-12M5.3
2157,RP11-12M5.4
2158,TOR1AIP2
2159,RP11-533E19.7
2160,TOR1AIP1
2161,RP11-533E19.2
2162,RP11-533E19.5
2163,CEP350
2164,RP11-502H18.2
2165,QSOX1
2166,LHX4
2167,ACBD6
2168,OVAAL
2169,XPR1
2170,RP11-46A10.2
2171,KIAA1614
2172,RP11-46A10.5
2173,STX6
2174,MR1
2175,IER5
2176,RP11-540K16.1
2177,RP11-540K16.2
2178,GM140
2179,CACNA1E
2180,RP11-33M22.2
2181,ZNF648
2182,RP11-538D16.2
2183,RP11-538D16.3
2184,LINC01344
2185,GLUL
2186,TEDDM1
2187,RGSL1
2188,RNASEL
2189,RGS16
2190,RP11-317P15.4
2191,RGS8
2192,RP11-317P15.3
2193,NPL
2194,DHX9
2195,SHCBP1L
2196,LAMC1
2197,RP11-181K3.4
2198,LAMC2
2199,NMNAT2
2200,SMG7
2201,NCF2
2202,ARPC5
2203,RGL1
2204,APOBEC4
2205,RP11-444D13.1
2206,COLGALT2
2207,TSEN15
2208,RP11-382D12.1
2209,RP11-382D12.2
2210,C1orf21
2211,EDEM3
2212,FAM129A
2213,GS1-120K12.4
2214,RNF2
2215,TRMT1L
2216,SWT1
2217,IVNS1ABP
2218,GS1-279B7.2
2219,GS1-279B7.1
2220,LINC01350
2221,GS1-204I12.4
2222,HMCN1
2223,GS1-174L6.4
2224,PRG4
2225,TPR
2226,C1orf27
2227,AL596220.1
2228,RP11-295K2.3
2229,PDC
2230,GS1-304P7.3
2231,PTGS2
2232,PACERR
2233,PLA2G4A
2234,LINC01036
2235,LINC01037
2236,RP11-445P19.3
2237,RP11-669M2.1
2238,RP11-316I3.1
2239,RP11-316I3.2
2240,LINC01035
2241,RP11-398M15.1
2242,BRINP3
2243,RP11-547I7.1
2244,LINC01351
2245,RP11-161I10.1
2246,RP11-463J7.2
2247,RP11-309H21.3
2248,RP11-309H21.2
2249,RP11-541F9.1
2250,RP11-541F9.2
2251,RGS18
2252,RGS21
2253,RP5-1011O1.2
2254,RP5-1011O1.3
2255,RGS1
2256,RGS13
2257,RGS2
2258,LINC01032
2259,UCHL5
2260,TROVE2
2261,RP11-101E13.5
2262,GLRX2
2263,CDC73
2264,B3GALT2
2265,LINC01031
2266,RP11-21J7.1
2267,RP11-98G13.1
2268,RP11-563D10.1
2269,RP11-476B1.1
2270,KCNT2
2271,CFH
2272,CFHR3
2273,RP4-608O15.3
2274,CFHR5
2275,F13B
2276,ASPM
2277,ZBTB41
2278,CRB1
2279,RP11-75C23.1
2280,DENND1B
2281,RP11-448G4.4
2282,C1orf53
2283,LHX9
2284,NEK7
2285,ATP6V1G3
2286,PTPRC
2287,RP11-553K8.5
2288,MIR181A1HG
2289,RP11-16L9.2
2290,LINC01222
2291,LINC01221
2292,RP11-382E9.1
2293,NR5A2
2294,RP11-532L16.3
2295,LINC00862
2296,ZNF281
2297,RP11-469A15.2
2298,RP11-121P12.1
2299,KIF14
2300,DDX59
2301,RP11-92G12.3
2302,CAMSAP2
2303,C1orf106
2304,KIF21B
2305,RP11-168O16.1
2306,RP11-168O16.2
2307,CACNA1S
2308,ASCL5
2309,TMEM9
2310,IGFN1
2311,PKP1
2312,TNNT2
2313,LAD1
2314,RP11-27G14.4
2315,TNNI1
2316,PHLDA3
2317,CSRP1
2318,RP11-134G8.7
2319,NAV1
2320,IPO9-AS1
2321,IPO9
2322,SHISA4
2323,RP11-307B6.3
2324,LMOD1
2325,TIMM17A
2326,RNPEP
2327,RP11-465N4.5
2328,RP11-465N4.4
2329,ELF3
2330,GPR37L1
2331,ARL8A
2332,PTPN7
2333,LGR6
2334,UBE2T
2335,PPP1R12B
2336,SYT2
2337,RP11-569A11.1
2338,KDM5B
2339,RP11-480I12.10
2340,PCAT6
2341,RABIF
2342,KLHL12
2343,ADIPOR1
2344,CYB5R1
2345,TMEM183A
2346,PPFIA4
2347,MYOG
2348,ADORA1
2349,RP11-335O13.7
2350,RP11-335O13.8
2351,MYBPH
2352,CHI3L1
2353,CHIT1
2354,LINC01353
2355,LINC01136
2356,BTG2
2357,FMOD
2358,PRELP
2359,OPTC
2360,ATP2B4
2361,LAX1
2362,ZC3H11A
2363,SNRPE
2364,LINC00303
2365,SOX13
2366,RP11-74C13.4
2367,ETNK2
2368,REN
2369,KISS1
2370,GOLT1A
2371,PLEKHA6
2372,RP11-203F10.5
2373,RP11-739N20.2
2374,PPP1R15B
2375,PIK3C2B
2376,MDM4
2377,RP11-430C7.4
2378,LRRN2
2379,RP11-430C7.5
2380,RP11-23I7.1
2381,NFASC
2382,CNTN2
2383,TMEM81
2384,RBBP5
2385,DSTYK
2386,TMCC2
2387,RP11-383G10.5
2388,NUAK2
2389,KLHDC8A
2390,LEMD1-AS1
2391,LEMD1
2392,RP11-576D8.4
2393,CDK18
2394,MFSD4
2395,ELK4
2396,SLC45A3
2397,NUCKS1
2398,RAB29
2399,SLC41A1
2400,PM20D1
2401,SLC26A9
2402,RAB7B
2403,CTSE
2404,C1orf186
2405,AVPR1B
2406,RP11-38J22.3
2407,RP11-38J22.1
2408,FAM72A
2409,SRGAP2
2410,IKBKE
2411,C1orf147
2412,RP11-534L20.5
2413,RASSF5
2414,EIF2D
2415,RP11-343H5.6
2416,DYRK3
2417,MAPKAPK2
2418,IL10
2419,IL19
2420,IL20
2421,IL24
2422,FCMR
2423,PIGR
2424,FCAMR
2425,C1orf116
2426,PFKFB2
2427,YOD1
2428,C4BPB
2429,C4BPA
2430,RP11-164O23.8
2431,RP11-164O23.7
2432,RP11-6J21.2
2433,CD55
2434,RP11-357P18.3
2435,CR2
2436,CR1
2437,RP11-78B10.2
2438,CR1L
2439,CD46
2440,C1orf132
2441,RP11-328D5.1
2442,CD34
2443,PLXNA2
2444,RP11-565N2.1
2445,RP11-565N2.2
2446,RP11-459K23.2
2447,RP5-1051D14.1
2448,RP11-385M4.1
2449,RP11-372M18.2
2450,RP1-272L16.1
2451,CAMK1G
2452,LAMB3
2453,RP1-28O10.1
2454,G0S2
2455,HSD11B1
2456,TRAF3IP3
2457,C1orf74
2458,IRF6
2459,DIEXF
2460,SYT14
2461,SERTAD4-AS1
2462,SERTAD4
2463,HHAT
2464,KCNH1
2465,RCOR3
2466,TRAF5
2467,LINC00467
2468,RD3
2469,SLC30A1
2470,RP11-354K1.2
2471,RP11-354K1.1
2472,NEK2
2473,RP11-122M14.1
2474,RP11-122M14.3
2475,LPGAT1
2476,RP11-552D8.1
2477,INTS7
2478,DTL
2479,RP11-15I11.2
2480,RP11-15I11.3
2481,PPP2R5A
2482,RP11-384C4.7
2483,TMEM206
2484,NENF
2485,RP11-61J19.2
2486,RP11-61J19.3
2487,RP11-61J19.5
2488,ATF3
2489,RP11-338C15.5
2490,FAM71A
2491,RP11-338C15.3
2492,BATF3
2493,NSL1
2494,TATDN3
2495,SPATA45
2496,FLVCR1-AS1
2497,FLVCR1
2498,VASH2
2499,ANGEL2
2500,RPS6KC1
2501,RP11-554K11.2
2502,RP11-323I1.1
2503,LINC00538
2504,PROX1
2505,RP11-478J18.2
2506,SMYD2
2507,PTPN14
2508,CENPF
2509,KCNK2
2510,KCTD3
2511,USH2A
2512,RP5-1111A8.3
2513,RP11-22M7.2
2514,RP5-1099E6.3
2515,ESRRG
2516,GPATCH2
2517,SPATA17
2518,SPATA17-AS1
2519,LINC00210
2520,RP11-152L7.2
2521,RRP15
2522,TGFB2-AS1
2523,TGFB2
2524,C1orf143
2525,RP11-412H9.2
2526,LYPLAL1-AS1
2527,LYPLAL1
2528,RP11-135J2.3
2529,RP11-392O17.2
2530,RP11-392O17.1
2531,RP11-95P13.1
2532,RP11-95P13.2
2533,SLC30A10
2534,EPRS
2535,BPNT1
2536,IARS2
2537,RAB3GAP2
2538,RP11-410C4.4
2539,MARK1
2540,C1orf115
2541,MARC2
2542,MARC1
2543,RNU6ATAC35P
2544,RP11-295M18.6
2545,LINC01352
2546,HLX-AS1
2547,HLX
2548,C1orf140
2549,DUSP10
2550,RP11-191N8.2
2551,RP11-815M8.1
2552,RP11-400N13.2
2553,RP11-400N13.3
2554,RP11-400N13.1
2555,RP11-378J18.9
2556,HHIPL2
2557,TAF1A
2558,TAF1A-AS1
2559,MIA3
2560,RP11-378J18.8
2561,AIDA
2562,BROX
2563,FAM177B
2564,RP11-452F19.3
2565,RP11-455P21.3
2566,DISP1
2567,TLR5
2568,RP11-239E10.3
2569,SUSD4
2570,CCDC185
2571,CAPN8
2572,CAPN2
2573,TP53BP2
2574,RP11-504P24.9
2575,FBXO28
2576,DEGS1
2577,RP11-365O16.6
2578,NVL
2579,CNIH4
2580,WDR26
2581,CNIH3
2582,RP11-3L21.2
2583,RP11-449J1.1
2584,DNAH14
2585,LBR
2586,RP11-496N12.9
2587,ENAH
2588,RP11-145A3.1
2589,SRP9
2590,EPHX1
2591,RP11-285F7.2
2592,TMEM63A
2593,LEFTY1
2594,RP4-559A3.7
2595,PYCR2
2596,LEFTY2
2597,SDE2
2598,RP11-396C23.4
2599,H3F3A
2600,RP11-396C23.2
2601,ACBD3
2602,RP11-275I14.4
2603,MIXL1
2604,LIN9
2605,PARP1
2606,C1orf95
2607,ITPKB
2608,ITPKB-AS1
2609,PSEN2
2610,ADCK3
2611,CDC42BPA
2612,RP5-1087E8.3
2613,RP11-1B20.1
2614,CTD-2090I13.1
2615,ZNF678
2616,SNAP47
2617,JMJD4
2618,SNAP47-AS1
2619,PRSS38
2620,WNT9A
2621,WNT3A
2622,RP5-881P19.7
2623,ARF1
2624,C1orf35
2625,MRPL55
2626,GUK1
2627,GJC2
2628,IBA57-AS1
2629,IBA57
2630,C1orf145
2631,OBSCN
2632,RP5-1139B12.2
2633,RP5-1139B12.3
2634,RP5-1139B12.4
2635,RP11-245P10.6
2636,TRIM11
2637,RP11-245P10.8
2638,RP11-245P10.4
2639,TRIM17
2640,HIST3H3
2641,HIST3H2A
2642,HIST3H2BB
2643,RNF187
2644,RHOU
2645,RP5-1065P14.3
2646,RP5-1065P14.2
2647,RP5-1061H20.5
2648,TMEM78
2649,RP5-1061H20.4
2650,RAB4A
2651,RP4-803J11.2
2652,CCSAP
2653,ACTA1
2654,NUP133
2655,RP4-613A2.1
2656,ABCB10
2657,TAF5L
2658,URB2
2659,RP11-286M16.1
2660,RP11-552D4.1
2661,GALNT2
2662,RP5-956O18.2
2663,RP5-956O18.3
2664,PGBD5
2665,RP4-553F17.1
2666,RP11-543E8.1
2667,COG2
2668,AGT
2669,RP11-99J16__A.2
2670,CAPN9
2671,C1orf198
2672,RP5-858B6.3
2673,TTC13
2674,ARV1
2675,FAM89A
2676,TRIM67
2677,C1orf131
2678,GNPAT
2679,EXOC8
2680,SPRTN
2681,EGLN1
2682,RP11-295G20.2
2683,TSNAX-DISC1
2684,LINC00582
2685,DISC1
2686,RP5-865N13.2
2687,RP5-865N13.1
2688,SIPA1L2
2689,RP11-66A2.1
2690,RP11-66A2.2
2691,MAP10
2692,NTPCR
2693,PCNXL2
2694,RP5-862P8.2
2695,KCNK1
2696,SLC35F3
2697,RP4-799P18.2
2698,RP4-799P18.3
2699,RP5-827C21.2
2700,RP5-827C21.6
2701,RP5-827C21.4
2702,COA6
2703,TARBP1
2704,LINC01354
2705,RP5-855F14.2
2706,IRF2BP2
2707,RP4-781K5.2
2708,LINC00184
2709,RP4-781K5.9
2710,RP4-781K5.4
2711,RP4-781K5.6
2712,RP4-781K5.7
2713,LINC01132
2714,AL360294.1
2715,RP11-443B7.1
2716,RP11-443B7.3
2717,LINC01348
2718,RP4-597N16.4
2719,TOMM20
2720,RBM34
2721,ARID4B
2722,GGPS1
2723,TBCE
2724,B3GALNT2
2725,GNG4
2726,LYST
2727,LYST-AS1
2728,RP4-580N22.2
2729,NID1
2730,GPR137B
2731,ERO1B
2732,EDARADD
2733,LGALS8
2734,LGALS8-AS1
2735,RP11-385F5.5
2736,RP11-385F5.4
2737,HEATR1
2738,ACTN2
2739,MTR
2740,MT1HL1
2741,RYR2
2742,RP11-193H5.1
2743,ZP4
2744,MTRNR2L11
2745,RP11-136B18.2
2746,LINC01139
2747,RP11-177F15.1
2748,RP11-544D21.2
2749,CHRM3
2750,CHRM3-AS2
2751,CHRM3-AS1
2752,RP11-35L17.3
2753,FMN2
2754,RP11-567G24.3
2755,RP11-177F11.1
2756,GREM2
2757,RP11-467I20.2
2758,RP11-80B9.4
2759,RP11-80B9.1
2760,RGS7
2761,RP11-527D7.1
2762,FH
2763,KMO
2764,OPN3
2765,WDR64
2766,EXO1
2767,MAP1LC3C
2768,PLD5
2769,RP11-561I11.4
2770,RP11-561I11.3
2771,LINC01347
2772,CEP170
2773,RP11-261C10.5
2774,RP11-261C10.4
2775,SDCCAG8
2776,AKT3
2777,RP11-269F20.1
2778,RP11-278H7.1
2779,ZBTB18
2780,RP11-278H7.4
2781,RP11-278H7.3
2782,C1orf100
2783,RP11-518L10.5
2784,ADSS
2785,C1orf101
2786,DESI2
2787,RP11-173A6.3
2788,COX20
2789,HNRNPU-AS1
2790,RP11-11N7.5
2791,HNRNPU
2792,RP11-11N7.4
2793,RP11-156E8.1
2794,EFCAB2
2795,KIF26B
2796,RP11-62I21.1
2797,RP11-522M21.3
2798,SMYD3
2799,RP11-83A16.1
2800,RP11-36N20.1
2801,RP11-690C23.2
2802,TFB2M
2803,CNST
2804,RP11-439E19.9
2805,RP11-439E19.7
2806,SCCPDH
2807,RP11-439E19.10
2808,AHCTF1
2809,ZNF670-ZNF695
2810,ZNF669
2811,C1orf229
2812,ZNF124
2813,RP11-488L18.10
2814,RP11-488L18.8
2815,ZNF496
2816,NLRP3
2817,GCSAML
2818,GCSAML-AS1
2819,OR2C3
2820,RP11-978I15.10
2821,RP11-634B7.4
2822,OR6F1
2823,OR14A16
2824,TRIM58
2825,OR2W3
2826,OR2T8
2827,OR2AJ1
